user_id,movie_id,rating,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,num_ratings,avg_rating,release_year,user_num_ratings,user_avg_rating,user_genre_affinity
1,1029,5.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,35,3.3857142857142857,1941.0,232,4.366379310344827,4.612126041639226
1,1030,3.0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,2.7666666666666666,1977.0,232,4.366379310344827,4.576831923992167
1,1031,5.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,3.4791666666666665,1971.0,232,4.366379310344827,4.539224174518292
1,1032,5.0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,40,3.375,1951.0,232,4.366379310344827,4.52104000727884
1,1042,4.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,42,3.2738095238095237,1996.0,232,4.366379310344827,4.403260099220411
1,1049,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3.4761904761904763,1996.0,232,4.366379310344827,4.355228758169934
1,1060,4.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36,3.6944444444444446,1996.0,232,4.366379310344827,4.403260099220411
1,1073,5.0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,119,3.8739495798319328,1971.0,232,4.366379310344827,4.451104500899426
1,1080,5.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,3.9269662921348316,1979.0,232,4.366379310344827,4.27710843373494
1,1089,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,131,4.202290076335878,1992.0,232,4.366379310344827,4.222558922558922
1,1090,4.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,63,3.984126984126984,1986.0,232,4.366379310344827,4.514705882352941
1,1092,5.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,47,3.1914893617021276,1992.0,232,4.366379310344827,4.222558922558922
1,1097,5.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,122,3.7663934426229506,1982.0,232,4.366379310344827,4.4340102707749764
1,1127,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,62,3.475806451612903,1989.0,232,4.366379310344827,4.270228015448604
1,1136,5.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,136,4.161764705882353,1975.0,232,4.366379310344827,4.321072022759373
1,1196,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,211,4.2156398104265405,1980.0,232,4.366379310344827,4.31181917211329
1,1197,5.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,142,4.232394366197183,1987.0,232,4.366379310344827,4.318626119638529
1,1198,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,200,4.2075,1981.0,232,4.366379310344827,4.355228758169934
1,1206,5.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,120,3.995833333333333,1971.0,232,4.366379310344827,4.313855466428996
1,1208,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,107,4.219626168224299,1979.0,232,4.366379310344827,4.450544662309368
1,1210,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,196,4.137755102040816,1983.0,232,4.366379310344827,4.31181917211329
1,1213,5.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,126,4.25,1990.0,232,4.366379310344827,4.442483660130719
1,1214,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,146,3.969178082191781,1979.0,232,4.366379310344827,3.8477941176470587
1,1219,2.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,83,4.036144578313253,1960.0,232,4.366379310344827,3.9130718954248365
1,1220,5.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,84,3.8095238095238093,1980.0,232,4.366379310344827,4.427049612591781
1,1222,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,102,4.098039215686274,1987.0,232,4.366379310344827,4.514705882352941
1,1224,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,19,4.0,1989.0,232,4.366379310344827,4.4148315736551025
1,1226,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6,3.5,1952.0,232,4.366379310344827,4.418552036199095
1,1240,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,131,3.8969465648854964,1984.0,232,4.366379310344827,4.230892255892255
1,1256,5.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,23,3.8043478260869565,1933.0,232,4.366379310344827,4.48630887185104
1,1258,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,109,4.08256880733945,1980.0,232,4.366379310344827,3.4705882352941178
1,1265,4.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,143,3.944055944055944,1993.0,232,4.366379310344827,4.294224360617593
1,1270,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,171,4.038011695906433,1985.0,232,4.366379310344827,4.296781242617529
1,1275,5.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,48,3.7291666666666665,1986.0,232,4.366379310344827,4.336109952255133
1,1278,5.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,69,3.9927536231884058,1974.0,232,4.366379310344827,4.287490387080236
1,1282,5.0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,53,3.7830188679245285,1940.0,232,4.366379310344827,4.554241185569138
1,1291,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,4.046428571428572,1989.0,232,4.366379310344827,4.355228758169934
1,1298,5.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,23,3.760869565217391,1982.0,232,4.366379310344827,4.605614973262032
1,1348,4.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,3.53125,1922.0,232,4.366379310344827,3.4705882352941178
1,1377,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60,3.025,1992.0,232,4.366379310344827,4.338888888888889
1,1396,3.0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,46,3.4782608695652173,1992.0,232,4.366379310344827,4.3418595952437204
1,1408,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,39,3.8333333333333335,1992.0,232,4.366379310344827,4.3539072039072035
1,1445,3.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,2.142857142857143,1997.0,232,4.366379310344827,4.38855421686747
1,1473,4.0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4.0,1997.0,232,4.366379310344827,4.37107449405465
1,1500,4.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,59,3.610169491525424,1997.0,232,4.366379310344827,4.313452098994268
1,1517,5.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,3.535,1997.0,232,4.366379310344827,4.329188650024936
1,1552,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,59,3.0338983050847457,1997.0,232,4.366379310344827,4.285304020598137
1,1573,5.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,77,3.3701298701298703,1997.0,232,4.366379310344827,4.3381610219845514
1,1580,3.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,165,3.487878787878788,1997.0,232,4.366379310344827,4.274776885319054
1,1587,5.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,31,3.2580645161290325,1982.0,232,4.366379310344827,4.336109952255133
1,1617,5.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,97,4.061855670103093,1997.0,232,4.366379310344827,4.416919191919192
1,1620,4.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,13,3.1153846153846154,1997.0,232,4.366379310344827,4.299272133095663
1,1625,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,77,3.7012987012987013,1997.0,232,4.366379310344827,4.280510992275698
1,1644,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,32,2.109375,1997.0,232,4.366379310344827,3.92756981580511
1,1676,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,80,3.33125,1997.0,232,4.366379310344827,4.27361111111111
1,1732,5.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,106,3.9245283018867925,1998.0,232,4.366379310344827,4.316331994645248
1,1777,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,56,3.419642857142857,1998.0,232,4.366379310344827,4.292400370713624
1,1793,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.0,1997.0,232,4.366379310344827,4.27710843373494
1,1804,5.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,3.0,1998.0,232,4.366379310344827,4.442483660130719
1,1805,4.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,31,3.0161290322580645,1998.0,232,4.366379310344827,4.299272133095663
1,1920,4.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,18,2.8333333333333335,1998.0,232,4.366379310344827,4.508786640114593
1,1927,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,10,4.35,1930.0,232,4.366379310344827,4.450544662309368
1,1954,5.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,64,3.828125,1976.0,232,4.366379310344827,4.529411764705882
1,1967,4.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,42,3.8214285714285716,1986.0,232,4.366379310344827,4.455975272120454
1,2000,4.0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,75,3.6733333333333333,1987.0,232,4.366379310344827,4.37107449405465
1,2005,5.0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,57,3.5701754385964914,1985.0,232,4.366379310344827,4.366611467623877
1,2012,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,88,3.3693181818181817,1990.0,232,4.366379310344827,4.294014503391718
1,2018,5.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,38,3.3684210526315788,1942.0,232,4.366379310344827,4.588895328246241
1,2028,4.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,188,4.1462765957446805,1998.0,232,4.366379310344827,4.450544662309368
1,2033,5.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8,3.75,1985.0,232,4.366379310344827,4.4808454636440045
1,2046,4.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,3.2083333333333335,1986.0,232,4.366379310344827,4.386951447245565
1,2048,5.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3.5625,1986.0,232,4.366379310344827,4.4787629994526545
1,2054,4.0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,68,2.7573529411764706,1989.0,232,4.366379310344827,4.347167023179433
1,2058,5.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,30,3.35,1998.0,232,4.366379310344827,4.303862150920974
1,2078,5.0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,53,3.830188679245283,1967.0,232,4.366379310344827,4.549050208896491
1,2090,5.0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,13,3.1923076923076925,1977.0,232,4.366379310344827,4.502095366882385
1,2093,3.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,3.0,1985.0,232,4.366379310344827,4.411242227387409
1,2094,5.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,39,3.2564102564102564,1991.0,232,4.366379310344827,4.31181917211329
1,2096,4.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,3.409090909090909,1959.0,232,4.366379310344827,4.639697467283674
1,2099,4.0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,3.4166666666666665,1946.0,232,4.366379310344827,4.576831923992167
1,2105,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50,3.34,1982.0,232,4.366379310344827,4.31181917211329
1,2115,5.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,108,3.638888888888889,1984.0,232,4.366379310344827,4.336109952255133
1,2116,5.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,15,3.1333333333333333,1978.0,232,4.366379310344827,4.4808454636440045
1,2137,5.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3.5476190476190474,1973.0,232,4.366379310344827,4.6186371100164205
1,2139,5.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,3.4761904761904763,1982.0,232,4.366379310344827,4.538730319714093
1,2141,5.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3.1666666666666665,1986.0,232,4.366379310344827,4.475654486971356
1,2143,4.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,13,3.076923076923077,1985.0,232,4.366379310344827,4.331266647411829
1,2161,5.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43,3.5813953488372094,1984.0,232,4.366379310344827,4.411242227387409
1,2174,4.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,91,3.4725274725274726,1988.0,232,4.366379310344827,4.287490387080236
1,2193,4.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,40,3.3375,1988.0,232,4.366379310344827,4.336109952255133
1,2253,2.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20,2.375,1992.0,232,4.366379310344827,4.287490387080236
1,2268,4.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,57,3.789473684210526,1992.0,232,4.366379310344827,4.343473955238661
1,2273,4.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,42,3.261904761904762,1998.0,232,4.366379310344827,4.275085189241815
1,2291,5.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,80,3.7,1990.0,232,4.366379310344827,4.378325470941241
1,2329,5.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,129,4.217054263565892,1998.0,232,4.366379310344827,4.442483660130719
1,2338,2.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,18,2.0555555555555554,1998.0,232,4.366379310344827,3.92756981580511
1,2353,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,67,3.4925373134328357,1998.0,232,4.366379310344827,4.233838383838384
1,2366,4.0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,25,3.64,1933.0,232,4.366379310344827,4.119729523014879
1,2387,5.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3.4375,1998.0,232,4.366379310344827,4.316331994645248
1,2389,2.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,9,1.8888888888888888,1998.0,232,4.366379310344827,3.9905327787680727
1,2395,5.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,56,3.544642857142857,1998.0,232,4.366379310344827,4.403260099220411
1,2406,4.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,54,3.4537037037037037,1984.0,232,4.366379310344827,4.323814564441779
1,2414,3.0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,11,3.3636363636363638,1985.0,232,4.366379310344827,4.31134501941761
1,2427,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,35,3.3,1998.0,232,4.366379310344827,4.450544662309368
1,2450,4.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16,2.15625,1986.0,232,4.366379310344827,4.296781242617529
1,2459,5.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,3.269230769230769,1974.0,232,4.366379310344827,3.4705882352941178
1,2470,5.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,3.175438596491228,1986.0,232,4.366379310344827,4.3326718639262936
1,2478,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,26,3.1346153846153846,1986.0,232,4.366379310344827,4.281411359724613
1,2492,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,3.0,1998.0,232,4.366379310344827,4.292400370713624
1,2502,5.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,94,4.090425531914893,1999.0,232,4.366379310344827,4.316331994645248
1,2528,3.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,24,3.2291666666666665,1976.0,232,4.366379310344827,4.31181917211329
1,2529,5.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,56,3.8035714285714284,1968.0,232,4.366379310344827,4.358877995642701
1,2542,5.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,67,4.052238805970149,1998.0,232,4.366379310344827,4.2593728449150134
1,2571,5.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,278,4.192446043165468,1999.0,232,4.366379310344827,4.230892255892255
1,2580,5.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3.9615384615384617,1999.0,232,4.366379310344827,4.316331994645248
1,2596,5.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,3.7916666666666665,1998.0,232,4.366379310344827,4.403260099220411
1,2616,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,2.8846153846153846,1990.0,232,4.366379310344827,4.338888888888889
1,2617,2.0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,87,3.1206896551724137,1999.0,232,4.366379310344827,4.150246845208168
1,2628,4.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,140,3.107142857142857,1999.0,232,4.366379310344827,4.31181917211329
