movie_id,num_ratings,avg_rating,release_year,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,IMAX,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
590,164,3.8353658536585367,1990.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
592,189,3.4285714285714284,1989.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
593,279,4.161290322580645,1991.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
596,60,3.45,1940.0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
608,181,4.116022099447513,1996.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
648,162,3.537037037037037,1996.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
661,49,3.4489795918367347,1996.0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
673,53,2.707547169811321,1996.0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
733,121,3.6404958677685952,1996.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
736,123,3.321138211382114,1996.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
780,202,3.4455445544554455,1996.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
804,8,3.25,1996.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
919,92,3.880434782608696,1939.0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
923,69,4.043478260869565,1941.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
940,8,4.0,1938.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
943,7,3.9285714285714284,1947.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
954,18,4.083333333333333,1939.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1009,9,3.0555555555555554,1975.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1023,13,3.6153846153846154,1968.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1024,6,3.6666666666666665,1945.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1025,25,3.58,1963.0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1029,35,3.3857142857142857,1941.0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1030,15,2.7666666666666666,1977.0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1031,24,3.4791666666666665,1971.0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1032,40,3.375,1951.0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1042,42,3.2738095238095237,1996.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1049,21,3.4761904761904763,1996.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,36,3.6944444444444446,1996.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1073,119,3.8739495798319328,1971.0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1080,89,3.9269662921348316,1979.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,131,4.202290076335878,1992.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1090,63,3.984126984126984,1986.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1092,47,3.1914893617021276,1992.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
1097,122,3.7663934426229506,1982.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
1127,62,3.475806451612903,1989.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1136,136,4.161764705882353,1975.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1196,211,4.2156398104265405,1980.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1197,142,4.232394366197183,1987.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1198,200,4.2075,1981.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,120,3.995833333333333,1971.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
1208,107,4.219626168224299,1979.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1210,196,4.137755102040816,1983.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1213,126,4.25,1990.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1214,146,3.969178082191781,1979.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
1219,83,4.036144578313253,1960.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1220,84,3.8095238095238093,1980.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1222,102,4.098039215686274,1987.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1224,19,4.0,1989.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
1226,6,3.5,1952.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
1240,131,3.8969465648854964,1984.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
1256,23,3.8043478260869565,1933.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0
1258,109,4.08256880733945,1980.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1265,143,3.944055944055944,1993.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0
1270,171,4.038011695906433,1985.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1275,48,3.7291666666666665,1986.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1278,69,3.9927536231884058,1974.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1282,53,3.7830188679245285,1940.0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
1291,140,4.046428571428572,1989.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1298,23,3.760869565217391,1982.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
1348,16,3.53125,1922.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1377,60,3.025,1992.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1396,46,3.4782608695652173,1992.0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0
1408,39,3.8333333333333335,1992.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
1445,7,2.142857142857143,1997.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1473,1,4.0,1997.0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1500,59,3.610169491525424,1997.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
1517,100,3.535,1997.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1552,59,3.0338983050847457,1997.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1573,77,3.3701298701298703,1997.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
1580,165,3.487878787878788,1997.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1587,31,3.2580645161290325,1982.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1617,97,4.061855670103093,1997.0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0
1620,13,3.1153846153846154,1997.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1625,77,3.7012987012987013,1997.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
1644,32,2.109375,1997.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1676,80,3.33125,1997.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1732,106,3.9245283018867925,1998.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1777,56,3.419642857142857,1998.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1793,2,4.0,1997.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1804,3,3.0,1998.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1805,31,3.0161290322580645,1998.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
1920,18,2.8333333333333335,1998.0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
1927,10,4.35,1930.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
1954,64,3.828125,1976.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1967,42,3.8214285714285716,1986.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
2000,75,3.6733333333333333,1987.0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2005,57,3.5701754385964914,1985.0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2012,88,3.3693181818181817,1990.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2018,38,3.3684210526315788,1942.0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2028,188,4.1462765957446805,1998.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2033,8,3.75,1985.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2046,24,3.2083333333333335,1986.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2048,8,3.5625,1986.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,68,2.7573529411764706,1989.0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2058,30,3.35,1998.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
2078,53,3.830188679245283,1967.0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2090,13,3.1923076923076925,1977.0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2093,6,3.0,1985.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2094,39,3.2564102564102564,1991.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2096,22,3.409090909090909,1959.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2099,6,3.4166666666666665,1946.0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2105,50,3.34,1982.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2115,108,3.638888888888889,1984.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2116,15,3.1333333333333333,1978.0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2137,21,3.5476190476190474,1973.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2139,21,3.4761904761904763,1982.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2141,18,3.1666666666666665,1986.0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2143,13,3.076923076923077,1985.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
2161,43,3.5813953488372094,1984.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2174,91,3.4725274725274726,1988.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2193,40,3.3375,1988.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2253,20,2.375,1992.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2268,57,3.789473684210526,1992.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2273,42,3.261904761904762,1998.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2291,80,3.7,1990.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
2329,129,4.217054263565892,1998.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2338,18,2.0555555555555554,1998.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
2353,67,3.4925373134328357,1998.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2366,25,3.64,1933.0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2387,16,3.4375,1998.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2389,9,1.8888888888888888,1998.0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
2395,56,3.544642857142857,1998.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2406,54,3.4537037037037037,1984.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2414,11,3.3636363636363638,1985.0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
2427,35,3.3,1998.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2450,16,2.15625,1986.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2459,13,3.269230769230769,1974.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2470,57,3.175438596491228,1986.0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2478,26,3.1346153846153846,1986.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2492,7,3.0,1998.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2502,94,4.090425531914893,1999.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2528,24,3.2291666666666665,1976.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2529,56,3.8035714285714284,1968.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2542,67,4.052238805970149,1998.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
2571,278,4.192446043165468,1999.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2580,39,3.9615384615384617,1999.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2596,12,3.7916666666666665,1998.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2616,26,2.8846153846153846,1990.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2617,87,3.1206896551724137,1999.0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0
2628,140,3.107142857142857,1999.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2640,61,3.6065573770491803,1978.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2641,49,3.020408163265306,1980.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2644,9,3.3333333333333335,1931.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2648,11,3.909090909090909,1931.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2654,5,3.6,1941.0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
2657,63,3.3412698412698414,1975.0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0
2692,75,4.0,1998.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2700,76,3.861842105263158,1999.0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2716,120,3.775,1984.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2761,39,4.051282051282051,1999.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2797,91,3.71978021978022,1988.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
2826,26,2.9038461538461537,1999.0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2858,204,4.056372549019608,1999.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
2872,25,3.64,1981.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2899,3,3.0,1939.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2916,88,3.653409090909091,1990.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
2944,32,3.96875,1967.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2947,53,3.839622641509434,1964.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2948,36,3.75,1963.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2949,33,3.712121212121212,1962.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2959,218,4.272935779816514,1999.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
2985,70,3.3714285714285714,1987.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0
2987,97,3.5721649484536084,1988.0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0
2991,23,3.6956521739130435,1973.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2993,24,3.4791666666666665,1965.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2997,99,3.9545454545454546,1999.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3033,59,3.483050847457627,1987.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3034,36,3.513888888888889,1973.0,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3052,79,3.6455696202531644,1999.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3053,11,3.909090909090909,1999.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3062,11,4.0,1962.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3147,111,4.148648648648648,1999.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
3168,29,3.603448275862069,1969.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3176,49,3.336734693877551,1999.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
3243,15,2.4,1992.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3247,36,3.0277777777777777,1992.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3253,61,3.4754098360655736,1992.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3273,29,2.6724137931034484,2000.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
3386,31,3.5,1991.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
3439,13,2.6923076923076925,1991.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3440,14,2.0714285714285716,1993.0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3441,14,3.4285714285714284,1984.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3448,43,3.802325581395349,1987.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
3450,29,3.293103448275862,1993.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3479,18,3.3333333333333335,1985.0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
3489,53,3.358490566037736,1991.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3527,61,3.581967213114754,1987.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3578,170,3.9382352941176473,2000.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
3617,41,3.0853658536585367,2000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3639,18,3.5833333333333335,1974.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
3671,62,3.935483870967742,1974.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3702,38,3.486842105263158,1979.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3703,40,4.0375,1981.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
3729,3,4.0,1971.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
3740,28,3.857142857142857,1986.0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3744,19,2.6578947368421053,2000.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
3793,133,3.699248120300752,2000.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
3809,35,3.2714285714285714,1991.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4006,7,3.357142857142857,1986.0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
5060,46,3.9347826086956523,1970.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
318,317,4.429022082018927,1994.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1704,141,4.078014184397163,1997.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6874,131,3.9618320610687023,2003.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8798,44,3.7613636363636362,2004.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
46970,28,3.25,2006.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48516,107,4.252336448598131,2006.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
58559,149,4.238255033557047,2008.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
60756,28,3.5535714285714284,2008.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68157,88,4.136363636363637,2009.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
71535,53,3.8773584905660377,2009.0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
74458,67,4.022388059701493,2010.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
77455,13,4.038461538461538,2010.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
79132,143,4.066433566433567,2010.0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0
80489,22,3.9545454545454546,2010.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
80906,12,4.291666666666667,2010.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
86345,9,4.055555555555555,2010.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
